Genus,Group,Family,Source
Campylochnella,A,Ochnaceae,APG4
Campylogramma,F,Polypodiaceae,TPL
Campylogyne,A,Combretaceae,APG4
Campyloneurum,F,Polypodiaceae,TPL
Campylopetalum,A,Anacardiaceae,APG4
Campyloptera,A,Brassicaceae,APG4
Campylosiphon,A,Burmanniaceae,APG4
Campylospermum,A,Ochnaceae,APG4
Campylostachys,A,Stilbaceae,APG4
Campylostemon,A,Celastraceae,APG4
Campylotheca,A,Asteraceae,APG4
Campylotropis,A,Fabaceae,APG4
Campylus,A,Menispermaceae,APG4
Campynema,A,Campynemataceae,APG4
Campynemanthe,A,Campynemataceae,APG4
Camunium,A,Meliaceae,APG4
Camusia,A,Poaceae,APG4
Camusiella,A,Poaceae,APG4
Canaca,A,Picrodendraceae,APG4
Canacomyrica,A,Myricaceae,APG4
Canacorchis,A,Orchidaceae,APG4
Canadanthus,A,Asteraceae,APG4
Canala,A,Loganiaceae,APG4
Cananga,A,Annonaceae,APG4
Canangium,A,Annonaceae,APG4
Canaria,A,Apiaceae,APG4
Canariastrum,A,Phyllanthaceae,APG4
Canariellum,A,Burseraceae,APG4
Canarina,A,Campanulaceae,APG4
Canariopsis,A,Burseraceae,APG4
Canariothamnus,A,Asteraceae,APG4
Canarium,A,Burseraceae,APG4
Canarosalsola,A,Amaranthaceae,APG4
Canastra,A,Poaceae,APG4
Canavalia,A,Fabaceae,APG4
Canbya,A,Papaveraceae,APG4
Cancellaria,A,Malvaceae,APG4
Cancrinia,A,Asteraceae,APG4
Cancriniella,A,Asteraceae,APG4
Candelabria,A,Phyllanthaceae,APG4
Candollea,A,Dilleniaceae,APG4
Candolleodendron,A,Fabaceae,APG4
Candollina,A,Loranthaceae,APG4
Canella,A,Canellaceae,APG4
Canephora,A,Rubiaceae,APG4
Canistropsis,A,Bromeliaceae,APG4
Canistrum,A,Bromeliaceae,APG4
Canizaresia,A,Fabaceae,APG4
Canna,A,Cannaceae,APG4
Cannabis,A,Cannabaceae,APG4
Cannaboides,A,Apiaceae,APG4
Cannaeorchis,A,Orchidaceae,APG4
Cannomois,A,Restionaceae,APG4
Canopus,A,Santalaceae,APG4
Canotia,A,Celastraceae,APG4
Canschi,A,Euphorbiaceae,APG4
Canscora,A,Gentianaceae,APG4
Canscorinella,A,Gentianaceae,APG4
Cansenia,A,Fabaceae,APG4
Cansjera,A,Opiliaceae,APG4
Cantalea,A,Solanaceae,APG4
Cantharospermum,A,Fabaceae,APG4
Canthiopsis,A,Rubiaceae,APG4
Canthium,A,Rubiaceae,APG4
Canthiumera,A,Rubiaceae,APG4
Canthopsis,A,Rubiaceae,APG4
Cantinoa,A,Lamiaceae,APG4
Cantleya,A,Stemonuraceae,APG4
Cantua,A,Polemoniaceae,APG4
Cantuffa,A,Fabaceae,APG4
Caobangia,F,Polypodiaceae,TPL
Caoutchoua,A,Euphorbiaceae,APG4
Capanea,A,Gesneriaceae,APG4
Capanemia,A,Orchidaceae,APG4
Capassa,A,Fabaceae,APG4
Capelio,A,Asteraceae,APG4
Capellenia,A,Euphorbiaceae,APG4
Capellia,A,Dilleniaceae,APG4
Capeobolus,A,Cyperaceae,APG4
Capeochloa,A,Poaceae,APG4
Caperonia,A,Euphorbiaceae,APG4
Capethia,A,Ranunculaceae,APG4
Caphexandra,A,Capparaceae,APG4
Capillipedium,A,Poaceae,APG4
Capirona,A,Rubiaceae,APG4
Capitanopsis,A,Lamiaceae,APG4
Capitanya,A,Lamiaceae,APG4
Capitellaria,A,Melastomataceae,APG4
Capitularia,A,Cyperaceae,APG4
Capitularina,A,Cyperaceae,APG4
Capnites,A,Papaveraceae,APG4
Capnoides,A,Papaveraceae,APG4
Capnophyllum,A,Apiaceae,APG4
Capparicordis,A,Capparaceae,APG4
Capparidastrum,A,Capparaceae,APG4
Capparis,A,Capparaceae,APG4
Capraria,A,Scrophulariaceae,APG4
Caprificus,A,Moraceae,APG4
Caprifolium,A,Caprifoliaceae,APG4
Capriola,A,Poaceae,APG4
Caprosma,A,Rubiaceae,APG4
Capsella,A,Brassicaceae,APG4
Capsicodendron,A,Canellaceae,APG4
Capsicophysalis,A,Solanaceae,APG4
Capsicum,A,Solanaceae,APG4
Captaincookia,A,Rubiaceae,APG4
Capurodendron,A,Sapotaceae,APG4
Capuronetta,A,Apocynaceae,APG4
Capuronia,A,Lythraceae,APG4
Capuronianthus,A,Meliaceae,APG4
Capusia,A,Celastraceae,APG4
Caputia,A,Asteraceae,APG4
Caquepira,A,Rubiaceae,APG4
Caracasia,A,Marcgraviaceae,APG4
Caradesia,A,Asteraceae,APG4
Caraea,A,Asteraceae,APG4
Caragana,A,Fabaceae,APG4
Caraguata,A,Bromeliaceae,APG4
Caraipa,A,Calophyllaceae,APG4
Carajaea,A,Podostemaceae,APG4
Carajasia,A,Rubiaceae,APG4
Carallia,A,Rhizophoraceae,APG4
Caralluma,A,Apocynaceae,APG4
Caramuri,A,Sapotaceae,APG4
Carandra,A,Rubiaceae,APG4
Carania,A,Passifloraceae,APG4
Carapa,A,Meliaceae,APG4
Carapichea,A,Rubiaceae,APG4
Caraxeron,A,Amaranthaceae,APG4
Carbeni,A,Asteraceae,APG4
Carcia,A,Euphorbiaceae,APG4
Cardamindum,A,Tropaeolaceae,APG4
Cardamine,A,Brassicaceae,APG4
Cardaminopsis,A,Brassicaceae,APG4
Cardamomum,A,Zingiberaceae,APG4
Cardanthera,A,Acanthaceae,APG4
Cardaria,A,Brassicaceae,APG4
Cardenanthus,A,Iridaceae,APG4
Cardenasia,A,Fabaceae,APG4
Cardenasiodendron,A,Anacardiaceae,APG4
Cardiacanthus,A,Acanthaceae,APG4
Cardiagyris,A,Asteraceae,APG4
Cardiandra,A,Hydrangeaceae,APG4
Cardiobatus,A,Rosaceae,APG4
Cardiochilos,A,Orchidaceae,APG4
Cardiochlaena,F,Tectariaceae,TPL
Cardiochlamys,A,Convolvulaceae,APG4
Cardiocrinum,A,Liliaceae,APG4
Cardiogyne,A,Moraceae,APG4
Cardiomanes,F,Hymenophyllaceae,TPL
Cardionema,A,Caryophyllaceae,APG4
Cardiopetalum,A,Annonaceae,APG4
Cardiophyllarium,A,Sapindaceae,APG4
Cardiophyllum,A,Orchidaceae,APG4
Cardiopteris,A,Cardiopteridaceae,APG4
Cardiospermum,A,Sapindaceae,APG4
Cardiostigma,A,Iridaceae,APG4
Cardioteucris,A,Lamiaceae,APG4
Cardonaea,A,Asteraceae,APG4
Cardopatium,A,Asteraceae,APG4
Carduncellus,A,Asteraceae,APG4
Carduocirsium X,A,Asteraceae,APG4
Carduocirsium,A,Asteraceae,APG4
Carduogalactites X,A,Asteraceae,APG4
Carduus,A,Asteraceae,APG4
Cardwellia,A,Proteaceae,APG4
Carelia,A,Asteraceae,APG4
Carenophila,A,Zingiberaceae,APG4
Carex,A,Cyperaceae,APG4
Careya,A,Lecythidaceae,APG4
Cargillia,A,Ebenaceae,APG4
Caribea,A,Nyctaginaceae,APG4
Carica,A,Caricaceae,APG4
Carinavalva,A,Brassicaceae,APG4
Cariniana,A,Lecythidaceae,APG4
Carinivalva,A,Brassicaceae,APG4
Carinta,A,Rubiaceae,APG4
Carionia,A,Melastomataceae,APG4
Carissa,A,Apocynaceae,APG4
Carissoa,A,Fabaceae,APG4
Carissophyllum,A,Gentianaceae,APG4
Carlemannia,A,Carlemanniaceae,APG4
Carlephyton,A,Araceae,APG4
Carlesia,A,Apiaceae,APG4
Carlina,A,Asteraceae,APG4
Carlostephania,A,Onagraceae,APG4
Carlotea,A,Amaryllidaceae,APG4
Carlowrightia,A,Acanthaceae,APG4
Carlquistia,A,Asteraceae,APG4
Carludovica,A,Cyclanthaceae,APG4
Carmelita,A,Asteraceae,APG4
Carmenocania,A,Rubiaceae,APG4
Carmichaelia,A,Fabaceae,APG4
Carminatia,A,Asteraceae,APG4
Carmona,A,Boraginaceae,APG4
Carnarvonia,A,Proteaceae,APG4
Carnegiea,A,Cactaceae,APG4
Carnegieodoxa,A,Monimiaceae,APG4
Carolinea,A,Malvaceae,APG4
Carolinella,A,Primulaceae,APG4
Carolofritschia,A,Gesneriaceae,APG4
Carolus,A,Malpighiaceae,APG4
Caropodium,A,Apiaceae,APG4
Caropsis,A,Apiaceae,APG4
Caroxylon,A,Amaranthaceae,APG4
Carpacoce,A,Rubiaceae,APG4
Carpanthea,A,Aizoaceae,APG4
Carpanthus,F,Salviniaceae,TPL
Carpentaria,A,Arecaceae,APG4
Carpenteria,A,Hydrangeaceae,APG4
Carpentia,A,Convolvulaceae,APG4
Carpesium,A,Asteraceae,APG4
Carpha,A,Cyperaceae,APG4
Carphalea,A,Rubiaceae,APG4
Carphephorus,A,Asteraceae,APG4
Carphochaete,A,Asteraceae,APG4
Carpinus,A,Betulaceae,APG4
Carpobrotus,A,Aizoaceae,APG4
Carpocalymna,A,Gesneriaceae,APG4
Carpoceras,A,Martyniaceae,APG4
Carpodetus,A,Rousseaceae,APG4
Carpodinopsis,A,Apocynaceae,APG4
Carpodinus,A,Apocynaceae,APG4
Carpodiptera,A,Malvaceae,APG4
Carpogymnia,F,Cystopteridaceae,TPL
Carpolepis,A,Myrtaceae,APG4
Carpolobia,A,Polygalaceae,APG4
Carpolyza,A,Amaryllidaceae,APG4
Carponema,A,Brassicaceae,APG4
Carpophora,A,Caryophyllaceae,APG4
Carpophyllium,A,Malvaceae,APG4
Carpophyma X,A,Aizoaceae,APG4
Carpopodium,A,Brassicaceae,APG4
Carpopogon,A,Fabaceae,APG4
Carpothalis,A,Rubiaceae,APG4
Carpotroche,A,Achariaceae,APG4
Carpoxis,A,Oleaceae,APG4
Carpoxylon,A,Arecaceae,APG4
Carptotepala,A,Eriocaulaceae,APG4
Carpunya,A,Piperaceae,APG4
Carpupica,A,Piperaceae,APG4
Carramboa,A,Asteraceae,APG4
Carria,A,Theaceae,APG4
Carrichtera,A,Brassicaceae,APG4
Carrierea,A,Salicaceae,APG4
Carrissoa,A,Fabaceae,APG4
Carroa,A,Fabaceae,APG4
Carronia,A,Menispermaceae,APG4
Carruanthophyllum X,A,Aizoaceae,APG4
Carruanthus,A,Aizoaceae,APG4
Carruthersia,A,Apocynaceae,APG4
Carsonia,A,Cleomaceae,APG4
Carterara X,A,Orchidaceae,APG4
Carterella,A,Rubiaceae,APG4
Carteretia,A,Orchidaceae,APG4
Carterothamnus,A,Asteraceae,APG4
Carthamus,A,Asteraceae,APG4
Cartiera,A,Brassicaceae,APG4
Cartonema,A,Commelinaceae,APG4
Cartrema,A,Oleaceae,APG4
Caruelina,A,Rubiaceae,APG4
Carum,A,Apiaceae,APG4
Carumbium,A,Euphorbiaceae,APG4
Caruncularia,A,Apocynaceae,APG4
Carvalhoa,A,Apocynaceae,APG4
Carvia,A,Acanthaceae,APG4
Carya,A,Juglandaceae,APG4
Caryocar,A,Caryocaraceae,APG4
Caryochloa,A,Poaceae,APG4
Caryococca,A,Rubiaceae,APG4
Caryodaphne,A,Lauraceae,APG4
Caryodaphnopsis,A,Lauraceae,APG4
Caryodendron,A,Euphorbiaceae,APG4
Caryolobis,A,Dipterocarpaceae,APG4
Caryolobium,A,Fabaceae,APG4
Caryolopha,A,Boraginaceae,APG4
Caryomene,A,Menispermaceae,APG4
Caryophyllata,A,Rosaceae,APG4
Caryophyllea,A,Poaceae,APG4
Caryopteris,A,Lamiaceae,APG4
Caryospermum,A,Dipentodontaceae,APG4
Caryota,A,Arecaceae,APG4
Caryotophora,A,Aizoaceae,APG4
Casabitoa,A,Picramniaceae,APG4
Casalea,A,Ranunculaceae,APG4
Casasia,A,Rubiaceae,APG4
Cascabela,A,Apocynaceae,APG4
Cascadia,A,Saxifragaceae,APG4
Cascaronia,A,Fabaceae,APG4
Casearia,A,Salicaceae,APG4
Cashalia,A,Fabaceae,APG4
Casimirella,A,Icacinaceae,APG4
Casimiroa,A,Rutaceae,APG4
Casiostega,A,Poaceae,APG4
Casoara X,A,Orchidaceae,APG4
Casparea,A,Fabaceae,APG4
Caspareopsis,A,Fabaceae,APG4
Casparia,A,Fabaceae,APG4
Casparya,A,Begoniaceae,APG4
Caspia,A,Amaranthaceae,APG4
Cassandra,A,Ericaceae,APG4
Cassebeera,F,Pteridaceae,TPL
Cassebeeria,A,Melastomataceae,APG4
Casselia,A,Verbenaceae,APG4
Cassia,A,Fabaceae,APG4
Cassidispermum,A,Sapotaceae,APG4
Cassidocarpus,A,Apiaceae,APG4
Cassine,A,Celastraceae,APG4
Cassinia,A,Asteraceae,APG4
Cassinopsis,A,Icacinaceae,APG4
Cassiope,A,Ericaceae,APG4
Cassipourea,A,Rhizophoraceae,APG4
Cassupa,A,Rubiaceae,APG4
Cassutha,A,Convolvulaceae,APG4
Cassuvium,A,Anacardiaceae,APG4
Cassyta,A,Cactaceae,APG4
Cassytha,A,Lauraceae,APG4
Castalia,A,Nymphaeaceae,APG4
Castalis,A,Asteraceae,APG4
Castanea,A,Fagaceae,APG4
Castanedia,A,Asteraceae,APG4
Castanella,A,Sapindaceae,APG4
Castanocarpus,A,Fabaceae,APG4
Castanola,A,Connaraceae,APG4
Castanopsis,A,Fagaceae,APG4
Castanospermum,A,Fabaceae,APG4
Castanospora,A,Sapindaceae,APG4
Castela,A,Simaroubaceae,APG4
Castelia,A,Verbenaceae,APG4
Castellanoa,A,Amaryllidaceae,APG4
Castellanosia,A,Cactaceae,APG4
Castellia,A,Poaceae,APG4
Castelnavia,A,Podostemaceae,APG4
Castenedia,A,Asteraceae,APG4
Castiglionia,A,Euphorbiaceae,APG4
Castilla,A,Moraceae,APG4
Castilleja,A,Orobanchaceae,APG4
Castilloa,A,Moraceae,APG4
Castorea,A,Verbenaceae,APG4
Castratella,A,Melastomataceae,APG4
Castrilanthemum,A,Asteraceae,APG4
Castroviejoa,A,Asteraceae,APG4
Casuarina,A,Casuarinaceae,APG4
Catabrosa,A,Poaceae,APG4
Catabrosella,A,Poaceae,APG4
Catachaenia,A,Melastomataceae,APG4
Catachaetum,A,Orchidaceae,APG4
Catacline,A,Fabaceae,APG4
Catacolea,A,Restionaceae,APG4
Catadysia,A,Brassicaceae,APG4
Catagyna,A,Cyperaceae,APG4
Catakidozamia,G,Zamiaceae,Apweb
Catalepidia,A,Proteaceae,APG4
Catalepis,A,Poaceae,APG4
Catalpa,A,Bignoniaceae,APG4
Catamixis,A,Asteraceae,APG4
Catamodes X,A,Orchidaceae,APG4
Catananche,A,Asteraceae,APG4
Catanoches X,A,Orchidaceae,APG4
Catanthera,A,Melastomataceae,APG4
Catapodium,A,Poaceae,APG4
Catappa,A,Combretaceae,APG4
Catas,A,Proteaceae,APG4
Catasetum,A,Orchidaceae,APG4
Catatherophora,A,Poaceae,APG4
Catatia,A,Asteraceae,APG4
Catenaria,A,Fabaceae,APG4
Catenularia,A,Brassicaceae,APG4
Catenulina,A,Brassicaceae,APG4
Catesbaea,A,Rubiaceae,APG4
Catesbya,A,Rubiaceae,APG4
Catha,A,Celastraceae,APG4
Catharanthus,A,Apocynaceae,APG4
Cathariostachys,A,Poaceae,APG4
Cathartocarpus,A,Fabaceae,APG4
Cathartolinum,A,Linaceae,APG4
Cathastrum,A,Celastraceae,APG4
Cathaya,G,Pinaceae,Apweb
Cathayanthe,A,Gesneriaceae,APG4
Cathayeia,A,Salicaceae,APG4
Cathcartia,A,Papaveraceae,APG4
Cathea,A,Orchidaceae,APG4
Cathedra,A,Olacaceae,APG4
Cathestecum,A,Poaceae,APG4
Cathetostemma,A,Apocynaceae,APG4
Cathetus,A,Phyllanthaceae,APG4
Cathissa,A,Asparagaceae,APG4
Cathormion,A,Fabaceae,APG4
Catila,A,Iridaceae,APG4
Catimbaua,A,Plantaginaceae,APG4
Catimbium,A,Zingiberaceae,APG4
Catinga,A,Myrtaceae,APG4
Catis,A,Arecaceae,APG4
Catoblastus,A,Arecaceae,APG4
Catocoryne,A,Melastomataceae,APG4
Catoferia,A,Lamiaceae,APG4
Catolesia,A,Asteraceae,APG4
Catolobus,A,Brassicaceae,APG4
Catonia,A,Melastomataceae,APG4
Catopheria,A,Lamiaceae,APG4
Catophractes,A,Bignoniaceae,APG4
Catopsis,A,Bromeliaceae,APG4
Catosperma,A,Goodeniaceae,APG4
Catospermum,A,Goodeniaceae,APG4
Catostemma,A,Malvaceae,APG4
Catostigma,A,Arecaceae,APG4
Cattkeria X,A,Orchidaceae,APG4
Cattleya,A,Orchidaceae,APG4
Cattleyopsis,A,Orchidaceae,APG4
Cattleyopsisgoa X,A,Orchidaceae,APG4
Cattleyopsistonia X,A,Orchidaceae,APG4
Cattleytonia X,A,Orchidaceae,APG4
Cattotes X,A,Orchidaceae,APG4
Cattutella,A,Rubiaceae,APG4
Catunaregam,A,Rubiaceae,APG4
Caturus,A,Euphorbiaceae,APG4
Catyclia X,A,Orchidaceae,APG4
Caucaea,A,Orchidaceae,APG4
Caucaliopsis,A,Apiaceae,APG4
Caucalis,A,Apiaceae,APG4
Caucanthus,A,Malpighiaceae,APG4
Caucasalia,A,Asteraceae,APG4
Caudanthera,A,Apocynaceae,APG4
Caudoleucaena,A,Fabaceae,APG4
Caudoxalis,A,Oxalidaceae,APG4
Caulanthus,A,Brassicaceae,APG4
Caularthron,A,Orchidaceae,APG4
Caulinia,A,Fabaceae,APG4
Caulipsolon,A,Aizoaceae,APG4
Caulocarpus,A,Fabaceae,APG4
Caulokaempferia,A,Zingiberaceae,APG4
Caulophyllum,A,Berberidaceae,APG4
Caulostramina,A,Brassicaceae,APG4
Caulotretus,A,Fabaceae,APG4
Causea,A,Chrysobalanaceae,APG4
Causonis,A,Vitaceae,APG4
Caustis,A,Cyperaceae,APG4
Cautleya,A,Zingiberaceae,APG4
Cavacoa,A,Euphorbiaceae,APG4
Cavalcantia,A,Asteraceae,APG4
Cavaleriea,A,Hamamelidaceae,APG4
Cavaleriella,A,Caprifoliaceae,APG4
Cavanillea,A,Ebenaceae,APG4
Cavanillesia,A,Malvaceae,APG4
Cavaraea,A,Fabaceae,APG4
Cavea,A,Asteraceae,APG4
Cavendishia,A,Ericaceae,APG4
Caxamarca,A,Asteraceae,APG4
Cayaponia,A,Cucurbitaceae,APG4
Caylusea,A,Resedaceae,APG4
Cayratia,A,Vitaceae,APG4
Ceanothus,A,Rhamnaceae,APG4
Cearanthes,A,Amaryllidaceae,APG4
Ceballosia,A,Boraginaceae,APG4
Cebatha,A,Menispermaceae,APG4
Cebipira,A,Fabaceae,APG4
Cecarria,A,Loranthaceae,APG4
Cecchia,A,Picrodendraceae,APG4
Cecropia,A,Urticaceae,APG4
Cedrela,A,Meliaceae,APG4
Cedrelinga,A,Fabaceae,APG4
Cedrelopsis,A,Rutaceae,APG4
Cedronella,A,Lamiaceae,APG4
Cedronia,A,Simaroubaceae,APG4
Cedrostis,A,Cucurbitaceae,APG4
Cedrota,A,Lauraceae,APG4
Cedrus,G,Pinaceae,Apweb
Ceiba,A,Malvaceae,APG4
Celaenodendron,A,Picrodendraceae,APG4
Celastrus,A,Celastraceae,APG4
Celerina,A,Acanthaceae,APG4
Celianella,A,Phyllanthaceae,APG4
Celiantha,A,Gentianaceae,APG4
Celmearia X,A,Asteraceae,APG4
Celmisia,A,Asteraceae,APG4
Celome,A,Cleomaceae,APG4
Celosia,A,Amaranthaceae,APG4
Celsia,A,Scrophulariaceae,APG4
Celtica,A,Poaceae,APG4
Celtis,A,Cannabaceae,APG4
Cenarrhenes,A,Proteaceae,APG4
Cenchropsis,A,Poaceae,APG4
Cenchrus,A,Poaceae,APG4
Cenesmon,A,Euphorbiaceae,APG4
Cenia,A,Asteraceae,APG4
Cenocentrum,A,Malvaceae,APG4
Cenocline,A,Asteraceae,APG4
Cenolophium,A,Apiaceae,APG4
Cenolophon,A,Zingiberaceae,APG4
Cenostigma,A,Fabaceae,APG4
Censcus,A,Rubiaceae,APG4
Centaurea,A,Asteraceae,APG4
Centaureopappus,A,Asteraceae,APG4
Centaurium,A,Gentianaceae,APG4
Centaurodendron,A,Asteraceae,APG4
Centauropsis,A,Asteraceae,APG4
Centaurothamnus,A,Asteraceae,APG4
Centauserratula X,A,Asteraceae,APG4
Centella,A,Apiaceae,APG4
Centema,A,Amaranthaceae,APG4
Centemopsis,A,Amaranthaceae,APG4
Centenaria,A,Asteraceae,APG4
Centinodia,A,Polygonaceae,APG4
Centipeda,A,Asteraceae,APG4
Centosteca,A,Poaceae,APG4
Centotheca,A,Poaceae,APG4
Centrachena,A,Asteraceae,APG4
Centradenia,A,Melastomataceae,APG4
Centradeniastrum,A,Melastomataceae,APG4
Centrandra,A,Euphorbiaceae,APG4
Centranthera,A,Orobanchaceae,APG4
Centrantheropsis,A,Scrophulariaceae,APG4
Centranthus,A,Caprifoliaceae,APG4
Centrapalus,A,Asteraceae,APG4
Centratherum,A,Asteraceae,APG4
Centrilla,A,Acanthaceae,APG4
Centrocarpha,A,Asteraceae,APG4
Centrochilus,A,Orchidaceae,APG4
Centrochloa,A,Poaceae,APG4
Centrodiscus,A,Euphorbiaceae,APG4
Centrogenium,A,Orchidaceae,APG4
Centroglossa,A,Orchidaceae,APG4
Centrolepis,A,Restionaceae,APG4
Centrolobium,A,Fabaceae,APG4
Centromadia,A,Asteraceae,APG4
Centronia,A,Melastomataceae,APG4
Centropappus,A,Asteraceae,APG4
Centropetalum,A,Orchidaceae,APG4
Centrophorum,A,Poaceae,APG4
Centroplacus,A,Centroplacaceae,APG4
Centropodia,A,Poaceae,APG4
Centropogon,A,Campanulaceae,APG4
Centrosema,A,Fabaceae,APG4
Centrosia,A,Orchidaceae,APG4
Centrosis,A,Orchidaceae,APG4
Centrosolenia,A,Gesneriaceae,APG4
Centrospermum,A,Asteraceae,APG4
Centrostachys,A,Amaranthaceae,APG4
Centrostegia,A,Polygonaceae,APG4
Centrostemma,A,Apocynaceae,APG4
Centrostigma,A,Orchidaceae,APG4
Centrostylis,A,Euphorbiaceae,APG4
Centunculus,A,Primulaceae,APG4
Ceodes,A,Nyctaginaceae,APG4
Cepa,A,Amaryllidaceae,APG4
Cepaea,A,Crassulaceae,APG4
Cephaelis,A,Rubiaceae,APG4
Cephalacanthus,A,Acanthaceae,APG4
Cephalandra,A,Cucurbitaceae,APG4
Cephalangraecum,A,Orchidaceae,APG4
Cephalanthera,A,Orchidaceae,APG4
Cephalantheropsis,A,Orchidaceae,APG4
Cephalanthus,A,Rubiaceae,APG4
Cephalaralia,A,Araliaceae,APG4
Cephalaria,A,Caprifoliaceae,APG4
Cephaleis,A,Rubiaceae,APG4
Cephalepipactis X,A,Orchidaceae,APG4
Cephalidium,A,Rubiaceae,APG4
Cephalina,A,Rubiaceae,APG4
Cephalipterum,A,Asteraceae,APG4
Cephalobembix,A,Asteraceae,APG4
Cephalocarpus,A,Cyperaceae,APG4
Cephaloceraton,F,Isoetaceae,TPL
Cephalocereus,A,Cactaceae,APG4
Cephalochloa,A,Poaceae,APG4
Cephalocleistocactus,A,Cactaceae,APG4
Cephalocroton,A,Euphorbiaceae,APG4
Cephalocrotonopsis,A,Euphorbiaceae,APG4
Cephalodendron,A,Rubiaceae,APG4
Cephalohibiscus,A,Malvaceae,APG4
Cephalomamillaria,A,Cactaceae,APG4
Cephalomammillaria,A,Cactaceae,APG4
Cephalomanes,F,Hymenophyllaceae,TPL
Cephalomappa,A,Euphorbiaceae,APG4
Cephalomedinilla,A,Melastomataceae,APG4
Cephalonema,A,Malvaceae,APG4
Cephalonoplos,A,Asteraceae,APG4
Cephalopactis X,A,Orchidaceae,APG4
Cephalopactis,A,Orchidaceae,APG4
Cephalopappus,A,Asteraceae,APG4
Cephalopentandra,A,Cucurbitaceae,APG4
Cephalophilon,A,Polygonaceae,APG4
Cephalophis,A,Acanthaceae,APG4
Cephalophora,A,Asteraceae,APG4
Cephalophorus,A,Cactaceae,APG4
Cephalophyllum,A,Aizoaceae,APG4
Cephalopodium,A,Apiaceae,APG4
Cephalopodum,A,Apiaceae,APG4
Cephalorchis X,A,Orchidaceae,APG4
Cephalorhizum,A,Plumbaginaceae,APG4
Cephalorhyncus,A,Asteraceae,APG4
Cephalorrhynchus,A,Asteraceae,APG4
Cephaloschefflera,A,Araliaceae,APG4
Cephalosorus,A,Asteraceae,APG4
Cephalosphaera,A,Myristicaceae,APG4
Cephalostachyum,A,Poaceae,APG4
Cephalostemon,A,Rapateaceae,APG4
Cephalostigma,A,Campanulaceae,APG4
Cephalostigmaton,A,Fabaceae,APG4
Cephalotaxus,G,Taxaceae,Apweb
Cephalotomandra,A,Nyctaginaceae,APG4
Cephalotrophis,A,Moraceae,APG4
Cephalotus,A,Cephalotaceae,APG4
Cepheliocereus X,A,Cactaceae,APG4
Ceradenia,F,Polypodiaceae,TPL
Ceraia,A,Orchidaceae,APG4
Ceramicalyx,A,Melastomataceae,APG4
Ceramium,A,Aristolochiaceae,APG4
Ceramocarpium,A,Lauraceae,APG4
Ceramophora,A,Lauraceae,APG4
Ceranthe,A,Boraginaceae,APG4
Ceranthus,A,Oleaceae,APG4
Cerapadus X,A,Rosaceae,APG4
Ceraria,A,Didiereaceae,APG4
Ceraseidos,A,Rosaceae,APG4
Ceraselma,A,Euphorbiaceae,APG4
Cerasiocarpum,A,Cucurbitaceae,APG4
Cerasolouiseania X,A,Rosaceae,APG4
Cerasolouiseania,A,Rosaceae,APG4
Cerastium,A,Caryophyllaceae,APG4
Cerasus,A,Rosaceae,APG4
Ceratandra,A,Orchidaceae,APG4
Ceratanthus,A,Lamiaceae,APG4
Ceratephorus,A,Sapotaceae,APG4
Ceratiola,A,Ericaceae,APG4
Ceratiosicyos,A,Achariaceae,APG4
Ceratistes,A,Cactaceae,APG4
Ceratites,A,Rubiaceae,APG4
Ceratium,A,Orchidaceae,APG4
Ceratocapnos,A,Papaveraceae,APG4
Ceratocarpus,A,Amaranthaceae,APG4
Ceratocaryum,A,Restionaceae,APG4
Ceratocaulos,A,Solanaceae,APG4
Ceratocentron,A,Orchidaceae,APG4
Ceratocephala,A,Ranunculaceae,APG4
Ceratocephalus,A,Ranunculaceae,APG4
Ceratochaete,A,Poaceae,APG4
Ceratochilus,A,Orchidaceae,APG4
Ceratochloa,A,Poaceae,APG4
Ceratocnemum,A,Brassicaceae,APG4
Ceratococcus,A,Euphorbiaceae,APG4
Ceratodactylis,F,Pteridaceae,TPL
Ceratogyne,A,Asteraceae,APG4
Ceratogynum,A,Phyllanthaceae,APG4
Ceratoides,A,Amaranthaceae,APG4
Ceratolacis,A,Podostemaceae,APG4
Ceratolimon,A,Plumbaginaceae,APG4
Ceratolobus,A,Arecaceae,APG4
Ceratominthe,A,Lamiaceae,APG4
Ceratonia,A,Fabaceae,APG4
Ceratopetalum,A,Cunoniaceae,APG4
Ceratophorus,A,Euphorbiaceae,APG4
Ceratophyllum,A,Ceratophyllaceae,APG4
Ceratophytum,A,Bignoniaceae,APG4
Ceratopsis,A,Orchidaceae,APG4
Ceratopteris,F,Pteridaceae,TPL
Ceratopyxis,A,Rubiaceae,APG4
Ceratosanthes,A,Cucurbitaceae,APG4
Ceratoscyphus,A,Gesneriaceae,APG4
Ceratospermum,A,Amaranthaceae,APG4
Ceratostachys,A,Nyssaceae,APG4
Ceratostanthus,A,Ranunculaceae,APG4
Ceratostema,A,Ericaceae,APG4
Ceratostigma,A,Plumbaginaceae,APG4
Ceratostylis,A,Orchidaceae,APG4
Ceratotheca,A,Pedaliaceae,APG4
Ceratoxalis,A,Oxalidaceae,APG4
Ceratozamia,G,Zamiaceae,Apweb
Cerbera,A,Apocynaceae,APG4
Cerberiopsis,A,Apocynaceae,APG4
Cercanthemum,A,Ochnaceae,APG4
Cercestis,A,Araceae,APG4
Cercidiopsis,A,Fabaceae,APG4
Cercidiphyllum,A,Cercidiphyllaceae,APG4
Cercidium,A,Fabaceae,APG4
